jurisdiction_url,url,id,headline,status,created,updated,description,+ivr_message,+linear_reference_km,event_type,event_subtypes,severity,roads,areas,schedule.intervals,geography.type,geography.coordinates,schedule.recurring_schedules,duration
https://api.open511.gov.bc.ca/jurisdiction,https://api.open511.gov.bc.ca/events/drivebc.ca/DBC-67913,drivebc.ca/DBC-67913,INCIDENT,INACTIVE,2024-09-05,2024-10-09,"Cave Road, in both directions. Landslide at Quesnel-Hixon Road. Road closed. Landslide on Cave Road. Next update time Tue Apr 1, 2025 at 10:00 AM PDT. Last updated Wed Oct 9 at 10:17 AM PDT. (DBC-67913)","Cave Road, in both directions. Landslide at Quesnel-Hixon Road. Road closed. Landslide on Cave Road. Next update time Tuesday, April 1 at 10:00 AM. Last updated Wednesday, October 9 at 10:17 AM.",-1.0,INCIDENT,['HAZARD'],MAJOR,"[{'name': 'Other Roads', 'from': 'at Quesnel-Hixon Road', 'direction': 'BOTH'}]","[{'url': 'http://www.geonames.org/8630134', 'name': 'Cariboo District', 'id': 'drivebc.ca/7'}]",['2024-09-05T15:51/'],Point,"[-122.509989, 53.074138]",,34.0
https://api.open511.gov.bc.ca/jurisdiction,https://api.open511.gov.bc.ca/events/drivebc.ca/DBC-65244,drivebc.ca/DBC-65244,CONSTRUCTION,INACTIVE,2024-06-17,2024-06-17,"Tzouhalem Road, in both directions. Road construction work between Cowichan Bay Road and Samuel Road. Until Mon Mar 24, 2025 at 7:00 PM PDT. From 7:00 AM to 7:00 PM PDT daily. Single lane alternating traffic. Shoulder closed. Last updated Mon Jun 17 at 7:52 AM PDT. (DBC-65244)","Tzouhalem Road, in both directions. Road construction work between Cowichan Bay Road and Samuel Road. Until Monday, March 24 at 7:00 PM. From 7:00 AM to 7:00 PM daily. Single lane alternating traffic. Shoulder closed. Last updated Monday, June 17 at 7:52 AM.",-1.0,CONSTRUCTION,['ROAD_CONSTRUCTION'],MINOR,"[{'name': 'Other Roads', 'from': 'Cowichan Bay Road', 'to': 'Samuel Road', 'direction': 'BOTH'}]","[{'url': 'http://www.geonames.org/8630140', 'name': 'Vancouver Island District', 'id': 'drivebc.ca/2'}]",,Point,"[-123.652371, 48.760509]","[{'days': [1, 2, 3, 4, 5, 6, 7], 'start_date': '2024-06-17', 'daily_start_time': '07:00', 'end_date': '2025-03-25', 'daily_end_time': '19:00'}]",0.0
https://api.open511.gov.bc.ca/jurisdiction,https://api.open511.gov.bc.ca/events/drivebc.ca/DBC-69530,drivebc.ca/DBC-69530,CONSTRUCTION,INACTIVE,2024-10-24,2024-10-24,Highway 14. Road maintenance work between Deering Rd and Petrel Dr for 36.5 km (Port Renfrew to 1 km west of Jordan River). Watch for loose gravel and traffic pattern changes. Last updated Wed Oct 23 at 6:33 PM PDT. (DBC-69530),"Highway 14. Road maintenance work between Deering Rd and Petrel Dr for 36.5 km (Port Renfrew to 1 km west of Jordan River). Watch for loose gravel and traffic pattern changes. Last updated Wednesday, October 23 at 6:33 PM.",1.9,CONSTRUCTION,['ROAD_MAINTENANCE'],MINOR,"[{'name': 'Highway 14', 'from': 'Deering Rd', 'to': 'Petrel Dr', 'direction': 'NONE'}]","[{'url': 'http://www.geonames.org/8630140', 'name': 'Vancouver Island District', 'id': 'drivebc.ca/2'}]",['2024-10-24T00:14/'],LineString,"[[-124.400568, 48.557362], [-124.400187, 48.557519], [-124.400015, 48.557603], [-124.399909, 48.557654], [-124.398654, 48.558266], [-124.397777, 48.558603], [-124.394503, 48.559504], [-124.393539, 48.559838], [-124.393189, 48.560148], [-124.392867, 48.560319], [-124.392459, 48.560457], [-124.390347, 48.560817], [-124.390188, 48.560864], [-124.390031, 48.56091], [-124.389014, 48.56121], [-124.38839, 48.561319], [-124.387799, 48.561381], [-124.387143, 48.561386], [-124.386437, 48.561431], [-124.385851, 48.561565], [-124.385781, 48.561588], [-124.385472, 48.561688], [-124.38504, 48.561871], [-124.384078, 48.562507], [-124.383714, 48.562671], [-124.383331, 48.562804], [-124.382511, 48.563028], [-124.382087, 48.563091], [-124.381796, 48.563098], [-124.381532, 48.56307], [-124.381063, 48.562968], [-124.380712, 48.56285], [-124.38045, 48.56272], [-124.37952, 48.562115], [-124.379134, 48.561931], [-124.378736, 48.561809], [-124.378561, 48.561755], [-124.37804, 48.561595], [-124.377669, 48.561523], [-124.377297, 48.561525], [-124.376659, 48.561605], [-124.376241, 48.561696], [-124.375022, 48.562137], [-124.374657, 48.562203], [-124.374078, 48.56225], [-124.373785, 48.562297], [-124.373543, 48.562368], [-124.372622, 48.562772], [-124.372143, 48.562942], [-124.371906, 48.562988], [-124.371729, 48.563015], [-124.368558, 48.562152], [-124.368176, 48.562076], [-124.367883, 48.562054], [-124.366696, 48.562081], [-124.366293, 48.562059], [-124.365041, 48.561889], [-124.363983, 48.561881], [-124.363607, 48.561842], [-124.363229, 48.56177], [-124.361693, 48.561333], [-124.360836, 48.56115], [-124.360006, 48.560829], [-124.357581, 48.560167], [-124.35705, 48.560076], [-124.35565, 48.559904], [-124.354111, 48.559715], [-124.353506, 48.559617], [-124.353232, 48.559534], [-124.353075, 48.559453], [-124.352951, 48.559338], [-124.352886, 48.559172], [-124.352893, 48.558932], [-124.352961, 48.558755], [-124.353112, 48.558593], [-124.353561, 48.558316], [-124.35443, 48.55796], [-124.354693, 48.557766], [-124.355151, 48.557316], [-124.355419, 48.557], [-124.355486, 48.556843], [-124.355492, 48.55665], [-124.355293, 48.555962], [-124.355318, 48.555743], [-124.355424, 48.555573], [-124.356228, 48.554813], [-124.356341, 48.554617], [-124.356369, 48.554472], [-124.356338, 48.55431], [-124.355935, 48.553639], [-124.355925, 48.553427], [-124.355999, 48.553259], [-124.356178, 48.553068], [-124.356606, 48.552751], [-124.357046, 48.552509], [-124.357244, 48.552357], [-124.357529, 48.551951], [-124.357781, 48.55171], [-124.359693, 48.55019], [-124.36013, 48.549754], [-124.360352, 48.549438], [-124.360625, 48.548968], [-124.361085, 48.548347], [-124.361916, 48.547451], [-124.364685, 48.544467], [-124.364974, 48.544006], [-124.365067, 48.543322], [-124.365446, 48.542214], [-124.365439, 48.541919], [-124.365078, 48.540628], [-124.364906, 48.540343], [-124.364829, 48.540109], [-124.364877, 48.539907], [-124.365185, 48.539396], [-124.365467, 48.538472], [-124.365451, 48.538271], [-124.365299, 48.537875], [-124.36513, 48.537183], [-124.364949, 48.536932], [-124.364538, 48.536544], [-124.364448, 48.536367], [-124.364449, 48.536149], [-124.364545, 48.535945], [-124.364863, 48.535511], [-124.364959, 48.535276], [-124.364955, 48.534992], [-124.364865, 48.534409], [-124.364729, 48.534108], [-124.364049, 48.532992], [-124.363793, 48.53277], [-124.363424, 48.53258], [-124.36297, 48.532412], [-124.361522, 48.532111], [-124.360842, 48.53183], [-124.359994, 48.531547], [-124.359614, 48.531343], [-124.359414, 48.531182], [-124.359243, 48.530998], [-124.35918, 48.530931], [-124.359119, 48.530786], [-124.359036, 48.530588], [-124.358847, 48.530278], [-124.358573, 48.529979], [-124.358225, 48.529749], [-124.348319, 48.525045], [-124.347781, 48.524794], [-124.340518, 48.522422], [-124.337471, 48.521427], [-124.336833, 48.521252], [-124.336334, 48.521201], [-124.335291, 48.521212], [-124.334496, 48.521138], [-124.334012, 48.521024], [-124.333543, 48.520833], [-124.333141, 48.520624], [-124.332636, 48.520221], [-124.332337, 48.520057], [-124.331988, 48.519921], [-124.329271, 48.519096], [-124.328868, 48.519016], [-124.328433, 48.518991], [-124.327171, 48.519058], [-124.326731, 48.519026], [-124.326282, 48.518921], [-124.325814, 48.518711], [-124.325401, 48.518423], [-124.324607, 48.517871], [-124.323241, 48.517079], [-124.322768, 48.51686], [-124.317078, 48.51491], [-124.316619, 48.514771], [-124.316172, 48.514635], [-124.315314, 48.51436], [-124.314976, 48.514257], [-124.314418, 48.51409], [-124.31383, 48.513989], [-124.313304, 48.513973], [-124.31313, 48.513967], [-124.311683, 48.514095], [-124.311571, 48.514105], [-124.308906, 48.514537], [-124.308431, 48.51457], [-124.307987, 48.514552], [-124.307376, 48.514461], [-124.305668, 48.514042], [-124.304209, 48.513748], [-124.303811, 48.513694], [-124.302212, 48.513478], [-124.301199, 48.513394], [-124.300616, 48.513407], [-124.298363, 48.513722], [-124.297617, 48.51394], [-124.296424, 48.514531], [-124.295763, 48.514803], [-124.295323, 48.514897], [-124.294673, 48.514929], [-124.294253, 48.514868], [-124.293251, 48.514551], [-124.292838, 48.514499], [-124.29205, 48.514492], [-124.289553, 48.514159], [-124.289455, 48.514139], [-124.289193, 48.514084], [-124.288862, 48.514015], [-124.288399, 48.51387], [-124.288066, 48.513739], [-124.287724, 48.513537], [-124.287437, 48.513318], [-124.287233, 48.513076], [-124.287059, 48.512808], [-124.286945, 48.512616], [-124.286524, 48.511906], [-124.286465, 48.511805], [-124.286426, 48.511738], [-124.286388, 48.511671], [-124.286333, 48.511569], [-124.286293, 48.511488], [-124.286157, 48.511173], [-124.28612, 48.511071], [-124.286068, 48.510902], [-124.286026, 48.510732], [-124.285994, 48.510561], [-124.285972, 48.510389], [-124.28596, 48.510216], [-124.285957, 48.510043], [-124.285965, 48.509871], [-124.285983, 48.509699], [-124.286011, 48.509527], [-124.286048, 48.509356], [-124.286095, 48.509186], [-124.286153, 48.509018], [-124.286219, 48.508851], [-124.286296, 48.508686], [-124.286382, 48.508523], [-124.286477, 48.508363], [-124.286582, 48.508204], [-124.286675, 48.508075], [-124.286822, 48.507882], [-124.287378, 48.50716], [-124.287563, 48.506919], [-124.287664, 48.506788], [-124.287853, 48.506539], [-124.287922, 48.506441], [-124.288041, 48.50624], [-124.288089, 48.506133], [-124.288125, 48.50603], [-124.288145, 48.505956], [-124.288173, 48.505802], [-124.28818, 48.50569], [-124.288177, 48.505578], [-124.288164, 48.505474], [-124.288139, 48.505355], [-124.288104, 48.505245], [-124.288086, 48.505201], [-124.28806, 48.505137], [-124.288005, 48.505031], [-124.28794, 48.504928], [-124.287866, 48.504827], [-124.28769, 48.504636], [-124.287479, 48.504461], [-124.287362, 48.50438], [-124.287256, 48.504316], [-124.286981, 48.504173], [-124.286847, 48.504112], [-124.286642, 48.504024], [-124.286573, 48.503996], [-124.285949, 48.503736], [-124.284729, 48.503227], [-124.283735, 48.502589], [-124.283409, 48.502418], [-124.283327, 48.502375], [-124.283033, 48.502283], [-124.282404, 48.502178], [-124.281921, 48.502032], [-124.281538, 48.501864], [-124.280295, 48.500936], [-124.279504, 48.500023], [-124.279264, 48.499876], [-124.27905, 48.49981], [-124.278807, 48.499806], [-124.278593, 48.499859], [-124.278503, 48.499882], [-124.278274, 48.499982], [-124.277777, 48.500273], [-124.277503, 48.500378], [-124.277256, 48.500419], [-124.276646, 48.500428], [-124.275589, 48.500524], [-124.275304, 48.500483], [-124.27514, 48.500415], [-124.275033, 48.50033], [-124.274932, 48.500188], [-124.274871, 48.499748], [-124.27472, 48.499565], [-124.274498, 48.49944], [-124.274182, 48.499319], [-124.273914, 48.499248], [-124.27307, 48.49914], [-124.272686, 48.499039], [-124.271279, 48.49852], [-124.271048, 48.498484], [-124.270818, 48.498494], [-124.270357, 48.49861], [-124.270143, 48.498664], [-124.269358, 48.498766], [-124.267618, 48.498805], [-124.266873, 48.498942], [-124.266235, 48.49916], [-124.265404, 48.499445], [-124.265147, 48.499605], [-124.264991, 48.499663], [-124.264826, 48.499683], [-124.264297, 48.49961], [-124.264164, 48.499515], [-124.264081, 48.499189], [-124.264109, 48.498917], [-124.264188, 48.49872], [-124.26432, 48.498587], [-124.26491, 48.498238], [-124.265158, 48.498003], [-124.265386, 48.497681], [-124.265594, 48.497208], [-124.26587, 48.496933], [-124.266027, 48.496722], [-124.266091, 48.49645], [-124.266075, 48.495882], [-124.266114, 48.495267], [-124.266188, 48.495017], [-124.266327, 48.494771], [-124.266432, 48.494585], [-124.266432, 48.49439], [-124.266365, 48.49421], [-124.265878, 48.493669], [-124.265727, 48.493555], [-124.265479, 48.493491], [-124.265183, 48.49347], [-124.26493, 48.493486], [-124.264776, 48.493562], [-124.264697, 48.49368], [-124.264655, 48.494152], [-124.264466, 48.494467], [-124.264276, 48.494649], [-124.264055, 48.494772], [-124.263426, 48.494904], [-124.262562, 48.495336], [-124.262122, 48.495466], [-124.261531, 48.495564], [-124.260788, 48.49563], [-124.260204, 48.495635], [-124.259506, 48.495585], [-124.258892, 48.495596], [-124.258755, 48.495566], [-124.258645, 48.495511], [-124.258154, 48.495081], [-124.257876, 48.494927], [-124.257372, 48.494787], [-124.256947, 48.494696], [-124.256206, 48.49461], [-124.255924, 48.494497], [-124.255797, 48.494357], [-124.255751, 48.494234], [-124.255808, 48.494132], [-124.255819, 48.494112], [-124.255969, 48.494022], [-124.256305, 48.493946], [-124.258514, 48.493604], [-124.259021, 48.493484], [-124.259397, 48.493429], [-124.260386, 48.493441], [-124.260769, 48.493404], [-124.261294, 48.493255], [-124.262145, 48.49319], [-124.262349, 48.493141], [-124.262487, 48.493076], [-124.262957, 48.492652], [-124.263579, 48.492267], [-124.264031, 48.492114], [-124.264899, 48.491741], [-124.266362, 48.490898], [-124.266601, 48.490719], [-124.266868, 48.490419], [-124.267025, 48.490246], [-124.267278, 48.490034], [-124.267361, 48.489884], [-124.26741, 48.489689], [-124.267383, 48.489488], [-124.267293, 48.48927], [-124.26699, 48.488946], [-124.266754, 48.488757], [-124.266629, 48.488599], [-124.266545, 48.48836], [-124.266547, 48.48834], [-124.26656, 48.48815], [-124.266779, 48.487452], [-124.267019, 48.486976], [-124.267045, 48.486821], [-124.26698, 48.486669], [-124.266838, 48.486508], [-124.266439, 48.486225], [-124.266348, 48.486114], [-124.266299, 48.486054], [-124.266284, 48.48591], [-124.266343, 48.485793], [-124.266801, 48.485382], [-124.266904, 48.485219], [-124.266955, 48.484965], [-124.266924, 48.484767], [-124.266811, 48.48462], [-124.26663, 48.484513], [-124.266412, 48.484443], [-124.266143, 48.48442], [-124.265906, 48.48445], [-124.265473, 48.484578], [-124.265222, 48.484604], [-124.264977, 48.484556], [-124.26425, 48.48417], [-124.263805, 48.484044], [-124.262658, 48.483813], [-124.26147, 48.483638], [-124.260992, 48.483524], [-124.260639, 48.483384], [-124.260461, 48.483238], [-124.260092, 48.482726], [-124.259925, 48.482573], [-124.259706, 48.482462], [-124.25939, 48.482376], [-124.258246, 48.482258], [-124.257828, 48.482159], [-124.257449, 48.482006], [-124.257103, 48.481775], [-124.25683, 48.481657], [-124.256497, 48.481605], [-124.255121, 48.481618], [-124.254057, 48.48154], [-124.252651, 48.481354], [-124.249814, 48.480875], [-124.249427, 48.480734], [-124.248753, 48.480334], [-124.248375, 48.480191], [-124.247729, 48.480018], [-124.246607, 48.47977], [-124.245939, 48.479558], [-124.244984, 48.479205], [-124.244371, 48.478893], [-124.243859, 48.478688], [-124.242614, 48.478394], [-124.241824, 48.478379], [-124.241469, 48.478337], [-124.241076, 48.478207], [-124.240795, 48.47804], [-124.24021, 48.477431], [-124.238764, 48.47627], [-124.238369, 48.476025], [-124.238095, 48.475919], [-124.237667, 48.475831], [-124.236641, 48.475618], [-124.235573, 48.475217], [-124.235082, 48.475071], [-124.234378, 48.47494], [-124.23332, 48.474882], [-124.231065, 48.47454], [-124.229646, 48.474223], [-124.229585, 48.474209], [-124.229066, 48.474016], [-124.22854, 48.473744], [-124.227762, 48.473157], [-124.2273, 48.472876], [-124.225425, 48.472027], [-124.224898, 48.471871], [-124.223318, 48.471583], [-124.221818, 48.471192], [-124.221305, 48.471094], [-124.220266, 48.471013], [-124.219566, 48.470839], [-124.21733, 48.470107], [-124.217015, 48.469933], [-124.216845, 48.469783], [-124.216724, 48.469599], [-124.216242, 48.467989], [-124.216118, 48.467702], [-124.215934, 48.467445], [-124.215687, 48.467196], [-124.215399, 48.466972], [-124.214992, 48.466783], [-124.214432, 48.466581], [-124.212818, 48.466133], [-124.2113, 48.465618], [-124.209975, 48.465035], [-124.209652, 48.46495], [-124.209258, 48.464894], [-124.207948, 48.46482], [-124.205899, 48.464909], [-124.205416, 48.464838], [-124.204666, 48.464618], [-124.204391, 48.464564], [-124.204028, 48.464531], [-124.202401, 48.464607], [-124.202078, 48.464584], [-124.201021, 48.464509], [-124.199795, 48.464504], [-124.199012, 48.46438], [-124.197219, 48.463874], [-124.196518, 48.463763], [-124.195717, 48.463729], [-124.192614, 48.463498], [-124.191453, 48.46349], [-124.188884, 48.463182], [-124.187798, 48.463168], [-124.187097, 48.463055], [-124.18609, 48.462986], [-124.185154, 48.462792], [-124.18327, 48.462401], [-124.182404, 48.462222], [-124.179955, 48.461406], [-124.179354, 48.461229], [-124.178683, 48.461069], [-124.177996, 48.460965], [-124.177526, 48.460965], [-124.176414, 48.461159], [-124.175517, 48.461147], [-124.174825, 48.46107], [-124.174082, 48.460921], [-124.171861, 48.460224], [-124.171541, 48.460061], [-124.171158, 48.459857], [-124.170767, 48.459648], [-124.169984, 48.45924], [-124.169565, 48.458976], [-124.169101, 48.458527], [-124.168925, 48.458357], [-124.168517, 48.45808], [-124.168125, 48.457888], [-124.167756, 48.457762], [-124.167164, 48.457607], [-124.166429, 48.457438], [-124.166141, 48.457371], [-124.159768, 48.455921], [-124.158562, 48.455403], [-124.157247, 48.454945], [-124.156375, 48.454457], [-124.156066, 48.454341], [-124.155598, 48.454251], [-124.154486, 48.454205], [-124.153784, 48.454044], [-124.153261, 48.453852], [-124.152835, 48.453634], [-124.152527, 48.453397], [-124.1518, 48.452601], [-124.151537, 48.452375], [-124.151245, 48.452177], [-124.150917, 48.452011], [-124.150475, 48.451865], [-124.149815, 48.451728], [-124.148857, 48.451592], [-124.148476, 48.451454], [-124.147599, 48.450928], [-124.147215, 48.45075], [-124.146821, 48.45063], [-124.146466, 48.450572], [-124.14477, 48.450468], [-124.1444, 48.450425], [-124.144098, 48.450319], [-124.14351, 48.449914], [-124.143137, 48.449774], [-124.142651, 48.449651], [-124.140427, 48.449245], [-124.139495, 48.448911], [-124.139132, 48.44885], [-124.138315, 48.448793], [-124.137664, 48.4487], [-124.13705, 48.448539], [-124.136628, 48.448364], [-124.135649, 48.447789], [-124.135399, 48.44769], [-124.135093, 48.447626], [-124.133507, 48.447464], [-124.132145, 48.447172], [-124.131, 48.446828], [-124.130487, 48.446699], [-124.129994, 48.446622], [-124.128926, 48.446595], [-124.128199, 48.446576], [-124.128109, 48.446574], [-124.127811, 48.446516], [-124.127353, 48.446427], [-124.126267, 48.445993], [-124.12583, 48.445852], [-124.125375, 48.445757], [-124.124953, 48.44572], [-124.123046, 48.445742], [-124.122518, 48.445668], [-124.122055, 48.445547], [-124.120734, 48.445059], [-124.12017, 48.444925], [-124.119453, 48.44481], [-124.118344, 48.44471], [-124.117888, 48.444626], [-124.116743, 48.444303], [-124.115579, 48.443933], [-124.11528, 48.443874], [-124.114991, 48.443864], [-124.114865, 48.443876], [-124.114598, 48.443902], [-124.11424, 48.443896], [-124.113849, 48.443826], [-124.112126, 48.4432], [-124.111676, 48.442996], [-124.111106, 48.442644], [-124.110563, 48.442314], [-124.109895, 48.441991], [-124.109548, 48.441793], [-124.108925, 48.441279], [-124.108304, 48.44084], [-124.107885, 48.440625], [-124.106881, 48.440241], [-124.105848, 48.439773], [-124.105041, 48.439334], [-124.104661, 48.43917], [-124.104098, 48.439004], [-124.103331, 48.438851], [-124.102656, 48.438773], [-124.101724, 48.438736], [-124.100935, 48.43872], [-124.099205, 48.438617], [-124.098139, 48.438636], [-124.096954, 48.438748], [-124.095236, 48.439023], [-124.094303, 48.439138], [-124.093573, 48.439167], [-124.091418, 48.438943], [-124.090815, 48.438925], [-124.089731, 48.439033], [-124.089087, 48.439014], [-124.088682, 48.439006], [-124.088317, 48.438998], [-124.085919, 48.43895], [-124.08307, 48.439096], [-124.079387, 48.438983], [-124.079319, 48.438975], [-124.078481, 48.438881], [-124.078054, 48.43876], [-124.077804, 48.438611], [-124.077614, 48.438403], [-124.077492, 48.43814], [-124.076827, 48.435698], [-124.076594, 48.435267], [-124.07633, 48.434976], [-124.07601, 48.434779], [-124.075632, 48.434608], [-124.073965, 48.434139], [-124.072855, 48.433827], [-124.072374, 48.433647], [-124.071837, 48.433339]]",,0.0
https://api.open511.gov.bc.ca/jurisdiction,https://api.open511.gov.bc.ca/events/drivebc.ca/DBC-27390,drivebc.ca/DBC-27390,INCIDENT,INACTIVE,2021-03-28,2024-10-23,"Durrell Road, in both directions. Landslide at 700m from Highway 97. Road closed. Detour in effect. Detour available via Highway 97 and Dale Lake Road. Next update time Wed Apr 23, 2025 at 2:00 PM PDT. Last updated Wed Oct 23 at 1:06 PM PDT. (DBC-27390)","Durrell Road, in both directions. Landslide at 700m from Highway 97. Road closed. Detour in effect. Detour available via Highway 97 and Dale Lake Road. Next update time Wednesday, April 23 at 2:00 PM. Last updated Wednesday, October 23 at 1:06 PM.",-1.0,INCIDENT,['HAZARD'],MAJOR,"[{'name': 'Other Roads', 'from': 'at 700m from Highway 97', 'direction': 'BOTH'}]","[{'url': 'http://www.geonames.org/8630134', 'name': 'Cariboo District', 'id': 'drivebc.ca/7'}]",['2021-03-28T23:13/'],Point,"[-122.418333, 52.868329]",,1305.0
https://api.open511.gov.bc.ca/jurisdiction,https://api.open511.gov.bc.ca/events/drivebc.ca/DBC-47311,drivebc.ca/DBC-47311,INCIDENT,INACTIVE,2022-12-07,2024-10-17,"Johnston Bridge. Travel advisory in effect at Front St. In Quesnel. Johnston Bridge. Bridge is open to vehicles with gross vehicle weight rating of 10,000 kilograms or lower. Industrial traffic and heavy commercial traffic must detour via Plywood Rd and Maple Drive. Industrial traffic is not allowed to detour through Johnston Subdivision. Next update time Wed Apr 8, 2026 at 9:00 AM PDT. Last updated Thu Oct 17 at 6:39 AM PDT. (DBC-47311)","Johnston Bridge. Travel advisory in effect at Front St. In Quesnel. Johnston Bridge. Bridge is open to vehicles with gross vehicle weight rating of 10,000 kilograms or lower. Industrial traffic and heavy commercial traffic must detour via Plywood Rd and Maple Drive. Industrial traffic is not allowed to detour through Johnston Subdivision. Next update time Wednesday, April 8 at 9:00 AM. Last updated Thursday, October 17 at 6:39 AM.",-1.0,INCIDENT,['HAZARD'],MAJOR,"[{'name': 'Other Roads', 'from': 'at Front St. in Quesnel', 'to': 'in Quesnel', 'direction': 'NONE'}]","[{'url': 'http://www.geonames.org/8630134', 'name': 'Cariboo District', 'id': 'drivebc.ca/7'}]",['2022-12-07T20:19/'],Point,"[-122.489194, 52.972914]",,680.0
https://api.open511.gov.bc.ca/jurisdiction,https://api.open511.gov.bc.ca/events/drivebc.ca/DBC-70161,drivebc.ca/DBC-70161,INCIDENT,INACTIVE,2024-11-12,2024-11-12,"Pavilion Clinton Rd, in both directions. Travel advisory in effect between Clinton and Lillooet 60 km south of Lillooet. Road closed for the season. Pavilion-Clinton Rd is closed for the Winter. Next update time Fri May 16, 2025 at 10:00 AM PST. Last updated Tue Nov 12 at 9:23 AM PST. (DBC-70161)","Pavilion Clinton Rd, in both directions. Travel advisory in effect between Clinton and Lillooet 60 km south of Lillooet. Road closed for the season. Pavilion-Clinton Rd is closed for the Winter. Next update time Friday, May 16 at 10:00 AM. Last updated Tuesday, November 12 at 9:23 AM.",-1.0,INCIDENT,['HAZARD'],MAJOR,"[{'name': 'Other Roads', 'from': 'Clinton 60 km south of Lillooet', 'to': 'Lillooet 60 km south of Lillooet', 'direction': 'BOTH'}]","[{'url': 'http://www.geonames.org/8630134', 'name': 'Cariboo District', 'id': 'drivebc.ca/7'}]",['2024-11-12T17:23/'],Point,"[-121.815488, 50.897023]",,0.0
https://api.open511.gov.bc.ca/jurisdiction,https://api.open511.gov.bc.ca/events/drivebc.ca/DBC-71149,drivebc.ca/DBC-71149,INCIDENT,INACTIVE,2024-12-15,2024-12-16,Usk Ferry. Seasonal shutdown between Usk Ferry and the end of Usk Ferry (Usk). Cable Car in service. Last updated Mon Dec 16 at 9:15 AM PST. (DBC-71149),"Usk Ferry. Seasonal shutdown between Usk Ferry and the end of Usk Ferry (Usk). Cable Car in service. Last updated Monday, December 16 at 9:15 AM.",0.23,INCIDENT,['ALMOST_IMPASSABLE'],MINOR,"[{'name': 'Usk Ferry', 'from': 'Usk Ferry', 'direction': 'NONE'}]","[{'url': 'http://www.geonames.org/8630132', 'name': 'Skeena District', 'id': 'drivebc.ca/11'}]",['2024-12-15T22:30/'],Point,"[-128.409051, 54.634434]",,1.0
https://api.open511.gov.bc.ca/jurisdiction,https://api.open511.gov.bc.ca/events/drivebc.ca/DBC-71006,drivebc.ca/DBC-71006,CONSTRUCTION,INACTIVE,2024-12-10,2024-12-20,"Highway 1 (TransCanada Highway), in both directions. Construction work between Tillicum Rd and Exit 6: McKenzie Ave for 1.1 km (Saanich). Until Wed Dec 24, 2025. From 8:00 PM to 5:30 AM PST on weekdays and Sunday. Lane closures in both directions in effect. Traffic reduced to single lane both directions. Maximum width 4m. No maximum height change. Speed limit 50km/h. Last updated Fri Dec 20 at 9:03 AM PST. (DBC-71006)","Highway 1 (TransCanada Highway), in both directions. Construction work between Tillicum Rd and Exit 6: McKenzie Ave for 1.1 km (Saanich). Until Wednesday, December 24. From 8:00 PM to 5:30 AM on weekdays and Sunday. Lane closures in both directions in effect. Traffic reduced to single lane both directions. Maximum width 4m. No maximum height change. Speed limit 50km/h. Last updated Friday, December 20 at 9:03 AM.",6.41,CONSTRUCTION,['ROAD_MAINTENANCE'],MINOR,"[{'name': 'Highway 1', 'from': 'Tillicum Rd', 'to': 'Exit 6: McKenzie Ave', 'direction': 'BOTH'}]","[{'url': 'http://www.geonames.org/8630140', 'name': 'Vancouver Island District', 'id': 'drivebc.ca/2'}]",,LineString,"[[-123.390426, 48.458161], [-123.39079, 48.458223], [-123.391067, 48.458271], [-123.391121, 48.458281], [-123.391164, 48.458288], [-123.391211, 48.458291], [-123.391293, 48.458295], [-123.392288, 48.458352], [-123.394495, 48.458315], [-123.394799, 48.45831], [-123.394889, 48.458309], [-123.395037, 48.458307], [-123.39524, 48.458304], [-123.395618, 48.458299], [-123.396795, 48.458282], [-123.397525, 48.458345], [-123.397591, 48.458354], [-123.398352, 48.458456], [-123.400003, 48.458791], [-123.400978, 48.458989], [-123.404325, 48.459669], [-123.404625, 48.45973], [-123.404713, 48.459747]]","[{'days': [1, 2, 3, 4, 5, 7], 'start_date': '2024-12-16', 'daily_start_time': '20:00', 'end_date': '2025-12-25', 'daily_end_time': '05:30'}]",10.0
https://api.open511.gov.bc.ca/jurisdiction,https://api.open511.gov.bc.ca/events/drivebc.ca/DBC-71474,drivebc.ca/DBC-71474,INCIDENT,INACTIVE,2024-12-27,2024-12-27,Highway 97 (Cariboo Connector). Rest area closed between Charles Rd and Anderson Rd (15 km south of Pineview). Last updated Fri Dec 27 at 8:11 AM PST. (DBC-71474),"Highway 97 (Cariboo Connector). Rest area closed between Charles Rd and Anderson Rd (15 km south of Pineview). Last updated Friday, December 27 at 8:11 AM.",682.07,INCIDENT,['HAZARD'],MINOR,"[{'name': 'Highway 97', 'from': 'Charles Rd', 'direction': 'NONE'}]","[{'url': 'http://www.geonames.org/8630131', 'name': 'Fort George District', 'id': 'drivebc.ca/9'}]",['2024-12-27T16:11/'],Point,"[-122.674115, 53.676325]",,0.0
